category,lemmatized_text
cs.AI,symmetric network designed energy minimization boltzman machine hopfield net frequently investigated use optimization constraint satisfaction approximation nphard problem nevertheless finding global solution ie global minimum energy function guaranteed even local solution may take exponential number step propose improvement standard local activation function used network improved algorithm guarantee global minimum found linear time treelike subnetworks algorithm called activate uniform assume network treelike identify treelike subnetworks even cyclic topology arbitrary network avoid local minimum along tree acyclic network algorithm guaranteed converge global minimum initial state system selfstabilization remains correct various type scheduler negative side show presence cycle uniform algorithm exists guarantee optimality even sequential asynchronous scheduler asynchronous scheduler activate one unit time synchronous scheduler activate number unit single time step addition uniform algorithm exists optimize even acyclic network scheduler synchronous finally show algorithm improved using cyclecutset scheme general algorithm called activatewithcutset improves activate performance guarantee related size network cyclecutset
cs.AI,functionalitybased recognition system recognize object category level reasoning well object support expected function system naturally associate measure goodness membership value recognized object measure goodness result combining individual measure membership value potentially many primitive evaluation different property object shape membership function used compute membership value evaluating primitive particular physical property object previous version recognition system known gruff membership function primitive evaluation handcrafted system designer paper provide learning component gruff system called omlet automatically learns membership function given set example object labeled desired category measure learning algorithm generally applicable problem lowlevel membership value combined andor tree structure give final overall membership value
cs.AI,paper present approach learning situated interactive tutorial instruction within ongoing agent tutorial instruction flexible thus powerful paradigm teaching task allows instructor communicate whatever type knowledge agent might need whatever situation might arise support flexibility however agent must able learn multiple kind knowledge broad range instructional interaction approach called situated explanation achieves learning combination analytic inductive technique combine form explanationbased learning situated instruction full suite contextually guided response incomplete explanation approach implemented agent called instructosoar learns hierarchy new task domain knowledge interactive natural language instruction instructosoar meet three key requirement flexible instructability distinguish previous system take known unknown command instruction point handle instruction apply either current situation hypothetical situation specified language instance conditional instruction learn instruction class knowledge us perform task
cs.AI,opus branch bound search algorithm enables efficient admissible search space order search operator application significant algorithm search efficiency demonstrated respect large machine learning search space use admissible search potential value machine learning community mean exact learning bias employed complex learning task precisely specified manipulated opus also potential application area artificial intelligence notably truth maintenance
cs.AI,main aim work development visionbased road detection system fast enough cope difficult realtime constraint imposed moving vehicle application hardware platform specialpurpose massively parallel system chosen minimize system production operational cost paper present novel approach expectationdriven lowlevel image segmentation mapped naturally onto meshconnected massively parallel simd architecture capable handling hierarchical data structure input image assumed contain distorted version given template multiresolution stretching process used reshape original template accordance acquired image content minimizing potential function distorted template process output
cs.AI,area inductive learning generalization main operation usual definition induction based logical implication recently rising interest clausal representation knowledge machine learning almost inductive learning system perform generalization clause use relation thetasubsumption instead implication main reason wellknown simple technique compute least general generalization thetasubsumption implication however generalization thetasubsumption inappropriate learning recursive clause crucial problem since recursion basic program structure logic program note implication clause undecidable therefore introduce stronger form implication called timplication decidable clause show every finite set clause exists least general generalization timplication describe technique reduce generalization implication clause generalization thetasubsumption call expansion original clause moreover show every nontautological clause exists tcomplete expansion mean every generalization timplication clause reduced generalization thetasubsumption expansion
cs.AI,present definition cause effect term decisiontheoretic primitive thereby provide principled foundation causal reasoning definition departs traditional view causation causal assertion may vary set decision available argue approach provides added clarity notion cause also paper examine encoding causal relationship directed acyclic graph describe special class influence diagram canonical form show relationship pearl representation cause effect finally show canonical form facilitates counterfactual reasoning
cs.AI,characteristic model alternative model based representation horn expression shown two representation incomparable advantage therefore natural ask cost translating back forth representation interestingly translation question arise database theory application design relational database paper study computational complexity problem main result two translation problem equivalent polynomial reduction equivalent corresponding decision problem namely translating equivalent deciding whether given set model set characteristic model given horn expression also relate problem hypergraph transversal problem well known problem related application ai polynomial time algorithm known shown general translation problem least hard hypergraph transversal problem special case equivalent
cs.AI,article describes application three wellknown statistical method field gametree search using large number classified othello position feature weight evaluation function gamephaseindependent meaning estimated mean logistic regression fisher linear discriminant quadratic discriminant function normally distributed feature thereafter playing strength compared mean tournament resulting version worldclass othello program application logistic regression used first time context game playing lead better result approach
cs.AI,describe machine learning method predicting value realvalued function given value multiple input variable method induces solution sample form ordered disjunctive normal form dnf decision rule central objective method representation induction compact easily interpretable solution rulebased decision model extended search efficiently similar case prior approximating function value experimental result realworld data demonstrate new technique competitive existing machine learning statistical method sometimes yield superior regression performance
cs.AI,many application planning scheduling problem molecular biology rely heavily temporal reasoning component paper discus design empirical analysis algorithm temporal reasoning system based allen influential intervalbased framework representing temporal information core system algorithm determining whether temporal information consistent finding one scenario consistent temporal information two important algorithm task path consistency algorithm backtracking algorithm path consistency algorithm develop technique result tenfold speedup already highly optimized implementation backtracking algorithm develop variable value ordering heuristic shown empirically dramatically improve performance algorithm well show previously suggested reformulation backtracking search problem reduce time space requirement backtracking search taken together technique develop allow temporal reasoning component solve problem practical size
cs.AI,paper describes extension wellfounded semantics logic program two type negation extension information preference rule expressed logical language derived dynamically achieved using reserved predicate symbol naming technique conflict among rule resolved whenever possible basis derived preference information wellfounded conclusion prioritized logic program computed polynomial time legal reasoning example illustrates usefulness approach
cs.AI,traditional database commonly support efficient query update procedure operate time sublinear size database goal paper take first step toward dynamic reasoning probabilistic database comparable efficiency propose dynamic data structure support efficient algorithm updating querying singly connected bayesian network conventional algorithm new evidence absorbed time query processed time n size network propose algorithm preprocessing phase allows u answer query time olog n expense olog n time per evidence absorption usefulness sublinear processing time manifest application requiring near realtime response large probabilistic database briefly discus potential application dynamic probabilistic reasoning computational biology
cs.AI,introduce algorithm combinatorial search quantum computer capable significantly concentrating amplitude solution np search problem average done exploiting aspect problem structure used classical backtrack method avoid unproductive search choice quantum algorithm much likely find solution simple direct use quantum parallelism furthermore empirical evaluation small problem show quantum algorithm display phase transition behavior location seen many previously studied classical search method specifically difficult problem instance concentrated near abrupt change underconstrained overconstrained problem
cs.AI,develop mean field theory sigmoid belief network based idea statistical mechanic mean field theory provides tractable approximation true probability distribution network also yield lower bound likelihood evidence demonstrate utility framework benchmark problem statistical pattern recognitionthe classification handwritten digit
cs.AI,reported weakness c domain continuous attribute addressed modifying formation evaluation test continuous attribute mdlinspired penalty applied test eliminating consideration altering relative desirability test empirical trial show modification lead smaller decision tree higher predictive accuracy result also confirm new version c incorporating change superior recent approach use global discretization construct small tree multiinterval split
cs.AI,many type machine learning algorithm one compute statistically optimal way select training data paper review optimal data selection technique used feedforward neural network show principle may used select data two alternative statisticallybased learning architecture mixture gaussians locally weighted regression technique neural network computationally expensive approximate technique mixture gaussians locally weighted regression efficient accurate empirically observe optimality criterion sharply decrease number training example learner need order achieve good performance
cs.AI,inductive theorem provers often diverge paper describes simple critic computer program monitor construction inductive proof attempting identify diverging proof attempt divergence recognized mean difference matching procedure critic proposes lemma generalization ripple difference away proof go without divergence critic enables theorem prover spike prove many theorem completely automatically definition alone
cs.AI,termination logic program negated body atom called general logic program important topic one reason many computational mechanism used process negated atom like clark negation failure chans constructive negation based termination condition paper introduces methodology proving termination general logic program wrt prolog selection rule idea distinguish part program depending whether termination depends selection rule end notion low weakly upacceptable program introduced use notion develop methodology proving termination general logic program show interesting problem nonmonotonic reasoning formalized implemented mean terminating general logic program
cs.AI,clustering often used discovering structure data clustering system differ objective function used evaluate clustering quality control strategy used search space clustering ideally search strategy consistently construct clustering high quality computationally inexpensive well general way partition search system inexpensively construct tentative clustering initial examination followed iterative optimization continues search background improved clustering given motivation evaluate inexpensive strategy creating initial clustering coupled several control strategy iterative optimization repeatedly modifies initial clustering search better one one method appears novel iterative optimization strategy clustering context clustering constructed judged analyst often according taskspecific criterion several author abstracted criterion posited generic performance task akin pattern completion error rate completed pattern used externally judge clustering utility given performance task adapt resamplingbased pruning strategy used supervised learning system task simplifying hierarchical clustering thus promising ease postclustering analysis finally propose number objective function based attributeselection measure decisiontree induction might perform well error rate simplicity dimension
cs.AI,paper present new experimental evidence utility occam razor asystematic procedure presented postprocessing decision tree produced c procedure derived rejecting occam razor instead attending assumption similar object likely belong class increase decision tree complexity without altering performance tree training data inferred resulting complex decision tree demonstrated average variety common learning task higher predictive accuracy le complex original decision tree result raise considerable doubt utility occam razor commonly applied modern machine learning
cs.AI,main operation inductive logic programming ilp generalization specialization make sense generality order ilp three important generality order subsumption implication implication relative background knowledge two language used often language clause language horn clause give total six different ordered language paper give systematic treatment existence nonexistence least generalization greatest specialization finite set clause six ordered set survey result already obtained others also contribute answer main new result firstly existence computable least generalization implication every finite set clause containing least one nontautologous functionfree clause among necessarily functionfree clause secondly show least generalization need exist relative implication even set generalized background knowledge functionfree thirdly give complete discussion existence nonexistence greatest specialization six ordered language
cs.AI,paper survey field reinforcement learning computerscience perspective written accessible researcher familiar machine learning historical basis field broad selection current work summarized reinforcement learning problem faced agent learns behavior trialanderror interaction dynamic environment work described resemblance work psychology differs considerably detail use word reinforcement paper discus central issue reinforcement learning including trading exploration exploitation establishing foundation field via markov decision theory learning delayed reinforcement constructing empirical model accelerate learning making use generalization hierarchy coping hidden state concludes survey implemented system assessment practical utility current method reinforcement learning
cs.AI,although scheduling problem nphard domain specific technique perform well practice quite expensive construct adaptive problemsolving solving domain specific knowledge acquired automatically general problem solver flexible control architecture approach learning system explores space possible heuristic method one wellsuited eccentricity given domain problem distribution article discus application approach scheduling satellite communication using problem distribution based actual mission requirement approach identifies strategy decrease amount cpu time required produce schedule also increase percentage problem solvable within computational resource limitation
cs.AI,speedup learning seek improve computational efficiency problem solving experience paper develop formal framework learning efficient problem solving random problem solution apply framework two different representation learned knowledge namely control rule macrooperators prove theorem identify sufficient condition learning representation proof constructive accompanied learning algorithm framework capture empirical explanationbased speedup learning unified fashion illustrate framework implementation two domain symbolic integration eight puzzle work integrates many strand experimental theoretical work machine learning including empirical learning control rule macrooperator learning explanationbased learning ebl probably approximately correct pac learning
